code,year,gap,continent,country,income,pop
PRT,2004,13.03030352,Europe,Portugal,21188.66592,10.48386
PRT,2005,15.9663881,Europe,Portugal,22423.50632,10.50333
PRT,2006,14.3548395,Europe,Portugal,23952.69617,10.52229
PRT,2007,15.27777972,Europe,Portugal,24967.78683,10.54296
PRT,2008,15.63548277,Europe,Portugal,25771.24888,10.55818
PRT,2009,13.79250058,Europe,Portugal,25599.80032,10.56825
PRT,2010,13.45086773,Europe,Portugal,26412.19473,10.5731
PRT,2011,15.24812255,Europe,Portugal,26335.67418,10.55756
PRT,2012,16.3154649,Europe,Portugal,25812.29944,10.51484
PRT,2013,16.66666667,Europe,Portugal,27562.55525,10.45729
PRT,2014,18.87969014,Europe,Portugal,28154.27355,10.39974
PRT,2015,18.9170164,Europe,Portugal,28872.96052,10.34219
PRT,2016,14.31314608,Europe,Portugal,30836.68107,10.28464
PRT,2017,14.77351071,Europe,Portugal,32309.42609,10.22709
SVK,2002,20.35516093,Europe,Slovak Republic,13275.25286,5.38872
SVK,2003,20.68965517,Europe,Slovak Republic,13468.22355,5.378867
SVK,2004,20.88376561,Europe,Slovak Republic,14602.68617,5.376912
SVK,2005,20.09925558,Europe,Slovak Republic,16172.79818,5.373374
SVK,2006,17.80276817,Europe,Slovak Republic,18306.27017,5.37228
SVK,2007,17.52170482,Europe,Slovak Republic,20529.93717,5.372806
SVK,2008,16.44476957,Europe,Slovak Republic,23205.9855,5.373054
SVK,2009,16.43272126,Europe,Slovak Republic,22847.48163,5.374622
SVK,2010,14.85111765,Europe,Slovak Republic,24472.35802,5.379232
SVK,2011,15.44985643,Europe,Slovak Republic,25153.16922,5.386405
SVK,2012,15.96526916,Europe,Slovak Republic,26486.42439,5.391428
SVK,2013,14.10932976,Europe,Slovak Republic,27760.32199,5.398384
SVK,2014,14.35004753,Europe,Slovak Republic,28669.49271,5.407579
SVK,2015,13.37662489,Europe,Slovak Republic,29208.8052,5.415949
SVK,2016,13.89918214,Europe,Slovak Republic,28888.31484,5.424319
SVK,2017,15.04004233,Europe,Slovak Republic,30276.61436,5.432689
SVK,2018,15.66208013,Europe,Slovak Republic,32105.50112,5.441059
SVN,2002,9.405241223,Europe,Slovenia,20059.67876,1.995718
SVN,2006,7.220573689,Europe,Slovenia,25354.73385,2.008516
SVN,2010,0.991735537,Europe,Slovenia,27473.43859,2.049261
SVN,2014,4.996271439,Europe,Slovenia,30589.39435,2.061623
SWE,1995,9.677419355,Europe,Sweden,22419.01214,8.826938
SWE,1997,11.56069364,Europe,Sweden,24151.0178,8.846062
SWE,1998,12.77777778,Europe,Sweden,25334.09216,8.850973
SWE,1999,11.82795699,Europe,Sweden,27249.37488,8.857874
SWE,2000,12.37113402,Europe,Sweden,29478.50005,8.872109
SWE,2001,12.37623762,Europe,Sweden,29793.06399,8.89596
SWE,2002,11.90476191,Europe,Sweden,30839.5213,8.924958
SWE,2003,11.52073733,Europe,Sweden,32119.12549,8.958229
SWE,2004,10.76233184,Europe,Sweden,33800.09865,8.993531
SWE,2005,11.30434783,Europe,Sweden,34495.39552,9.029572
SWE,2006,11.01694915,Europe,Sweden,38407.13284,9.080504
SWE,2007,11.83673469,Europe,Sweden,41813.75728,9.148092
SWE,2008,10.58823529,Europe,Sweden,43425.62152,9.219637
SWE,2009,9.541984733,Europe,Sweden,41131.90673,9.298514
SWE,2010,9.36329588,Europe,Sweden,43358.78096,9.378126
SWE,2011,9.157509158,Europe,Sweden,45415.96366,9.449212
SWE,2012,9.285714286,Europe,Sweden,46344.54921,9.519374
SWE,2013,9.375,Europe,Sweden,47178.47959,9.609
SWE,2014,9.152542373,Europe,Sweden,48041.21602,9.698626
SWE,2015,8.333333333,Europe,Sweden,49416.58494,9.788252
SWE,2016,8.169934641,Europe,Sweden,50780.2923,9.877878
SWE,2017,7.348242812,Europe,Sweden,53488.22394,9.967504
TUR,2009,3.206997085,Europe,Turkey,15156.73984,72.0392
TUR,2010,3.10421286,Europe,Turkey,17093.13854,73.14215
TUR,2014,6.882591093,Europe,Turkey,23764.84847,76.90287
USA,1979,37.64195057,USA,USA,11613.20445,225.0555
USA,1980,36.55215104,USA,USA,12502.1078,227.2247
USA,1981,35.17400058,USA,USA,13920.75928,229.4657
USA,1982,34.72409152,USA,USA,14518.4611,231.6645
USA,1983,34.28645028,USA,USA,15423.21397,233.792
USA,1984,33.43217198,USA,USA,17057.50569,235.8249
USA,1985,32.9782197,USA,USA,18071.13448,237.9238
USA,1986,32.19021491,USA,USA,18765.49237,240.1329
USA,1987,31.02222222,USA,USA,19884.77329,242.2889
USA,1988,30.06917423,USA,USA,21448.10068,244.499
USA,1989,29.36357908,USA,USA,22630.05332,246.8192
USA,1990,28.45544956,USA,USA,23592.07934,249.6228
USA,1991,26.57109191,USA,USA,24047.45001,252.9809
USA,1992,25.05773672,USA,USA,25048.33763,256.5142
USA,1993,23.87640449,USA,USA,25871.04756,259.9186
USA,1994,23.88451444,USA,USA,27216.22668,263.1258
USA,1995,24.57998539,USA,USA,28413.47323,266.2784
USA,1997,23.78649162,USA,USA,31467.36128,272.6469
USA,1998,23.7458194,USA,USA,33081.04898,275.8541
USA,1999,23.46278317,USA,USA,34688.08712,279.0402
USA,2000,23.08892356,USA,USA,36770.29937,282.1624
USA,2001,23.58208955,USA,USA,37667.48707,284.969
USA,2002,22.09131075,USA,USA,38389.07121,287.6252
USA,2003,20.57553957,USA,USA,39673.90392,290.1079
USA,2004,19.63534362,USA,USA,41989.71568,292.8053
USA,2005,18.97506925,USA,USA,44493.28869,295.5166
USA,2006,19.24629879,USA,USA,47095.44271,298.3799
USA,2007,19.84334204,USA,USA,48204.86848,301.2312
USA,2008,20.05012531,USA,USA,48218.48475,304.094
USA,2009,19.78021978,USA,USA,46864.6921,306.7715
USA,2010,18.81067961,USA,USA,48830.57654,309.3471
USA,2011,17.78846154,USA,USA,50738.88659,311.7216
USA,2012,19.08665105,USA,USA,53048.16471,314.1121
USA,2013,17.90697674,USA,USA,54281.78914,316.498
USA,2014,17.45120551,USA,USA,56656.81153,318.857
USA,2015,18.88268156,USA,USA,58264.18109,321.216
USA,2016,18.1420765,USA,USA,58905.54471,323.575
USA,2017,18.17215728,USA,USA,60939.35958,325.934
USA,2018,18.91058582,USA,USA,63637.92314,328.293
