LOCATION,TIME,Value
EU28,1991,477.3503
EU28,1992,478.6472
EU28,1993,480.0489
EU28,1994,481.1375
EU28,1995,481.9762
EU28,1996,482.7057
EU28,1997,484.2127
EU28,1998,485.7176
EU28,1999,486.4497
EU28,2000,487.4409
EU28,2001,488.5072
EU28,2002,489.8272
EU28,2003,491.6237
EU28,2004,493.5771
EU28,2005,495.5175
EU28,2006,497.3687
EU28,2007,499.2989
EU28,2008,501.1936
EU28,2009,502.6304
EU28,2010,503.8325
EU28,2011,505.0353
EU28,2012,506.1001
EU28,2013,506.7358
OECD,1979,973.0477
OECD,1980,981.9266
OECD,1981,990.8196
OECD,1982,999.2802
OECD,1983,1007.408
OECD,1984,1015.287
OECD,1985,1023.451
OECD,1986,1032.025
OECD,1987,1040.888
OECD,1988,1049.768
OECD,1989,1058.616
OECD,1990,1067.386
OECD,1991,1077.043
OECD,1992,1086.732
OECD,1993,1095.867
OECD,1994,1104.389
OECD,1995,1112.989
OECD,1996,1121.135
OECD,1997,1129.203
OECD,1998,1136.903
OECD,1999,1144.615
OECD,2000,1152.639
OECD,2001,1160.624
OECD,2002,1168.022
OECD,2003,1176.212
OECD,2004,1184.415
OECD,2005,1192.754
OECD,2006,1201.155
OECD,2007,1210.194
OECD,2008,1219.475
OECD,2009,1227.932
OECD,2010,1236.914
OECD,2011,1243.751
OECD,2012,1250.277
OECD,2013,1257.114
LVA,1979,2.506
LVA,1980,2.512
LVA,1981,2.519
LVA,1982,2.531
LVA,1983,2.546
LVA,1984,2.562
LVA,1985,2.579
LVA,1986,2.6
LVA,1987,2.627
LVA,1988,2.653
LVA,1989,2.667
LVA,1990,2.663
LVA,1991,2.651
LVA,1992,2.614
LVA,1993,2.563
LVA,1994,2.521
LVA,1995,2.485
LVA,1996,2.457
LVA,1997,2.433
LVA,1998,2.41
LVA,1999,2.39
LVA,2000,2.368
LVA,2001,2.337
LVA,2002,2.31
LVA,2003,2.288
LVA,2004,2.263
LVA,2005,2.239
LVA,2006,2.218
LVA,2007,2.2
LVA,2008,2.177
LVA,2009,2.142
LVA,2010,2.098
LVA,2011,2.06
LVA,2012,2.034
